"ID","Name","BB_Percentage_MLB","BB_Percentage_MiLB","K_Percentage_MLB","K_Percentage_MiLB","BB_to_K_MLB","BB_to_K_MiLB","AVG_MLB","AVG_MiLB","OBP_MLB","OBP_MiLB","SLG_MLB","SLG_MiLB","OPS_MLB","OPS_MiLB","ISO_MLB","ISO_MiLB","Spd_MLB","Spd_MiLB","BABIP_MLB","BABIP_MiLB","wSB_MLB","wSB_MiLB","wRC_MLB","wRC_MiLB","wRAA_MLB","wRAA_MiLB","wOBA_MLB","wOBA_MiLB","wRCplus_MLB","wRCplus_MiLB"
"15450","Daniel Castro",0.038,0.076,0.161,0.14,0.24,0.85,0.21,0.444,0.24,0.502,0.265,0.597,0.505,0.739,0.055,0.108,3.1,6.6,0.242,0.48,-0.3,-0.2,11,30,-22.3,-3.2,0.221,0.5,30,149
"15464","Hunter Renfroe",0.075,0.11,0.266,0.366,0.28,0.5,0.237,0.432,0.297,0.517,0.49,0.765,0.786,0.819,0.253,0.214,3.4,6.3,0.263,0.514,0.3,0.2,283,55,20.4,9.1,0.329,0.557,106,184
"15481","Engelb Vielma",0.125,0.133,0.5,0.266,0.25,0.77,0.143,0.338,0.25,0.45,0.143,0.403,0.393,0.6,0,0.043,2.6,7,0.333,0.422,0,-0.2,0,29,-0.8,-7.4,0.196,0.409,17,109
"15482","Aristides Aquino",0.101,0.139,0.317,0.297,0.32,1.94,0.22,0.363,0.307,0.476,0.478,0.68,0.784,0.787,0.258,0.211,4.7,7.2,0.256,0.408,0.9,-0.1,64,64,4,9.8,0.327,0.515,97,174
"15487","Victor Reyes",0.038,0.115,0.222,0.227,0.17,0.7,0.268,0.446,0.296,0.529,0.385,0.608,0.681,0.783,0.117,0.103,7.3,8,0.335,0.524,2.6,0.2,96,63,-19.4,5.8,0.292,0.517,81,173
"15490","Justin Williams",0.125,0.083,0.333,0.285,0.38,0.41,0.16,0.392,0.271,0.457,0.256,0.588,0.527,0.727,0.096,0.125,1.1,5,0.219,0.464,-0.5,-0.2,7,32,-10.2,5,0.229,0.473,44,145
"15496","Abiatal Avelino",0.053,0.096,0.316,0.224,0.17,0.72,0.278,0.381,0.316,0.459,0.278,0.532,0.594,0.704,0,0.105,0.6,9.1,0.417,0.444,0,1.1,2,36,-0.8,-0.7,0.267,0.457,65,135
"15518","Amed Rosario",0.046,0.069,0.207,0.346,0.22,0.38,0.272,0.358,0.307,0.409,0.404,0.525,0.712,0.638,0.133,0.119,6.4,8.9,0.328,0.44,0.7,0.2,239,48,-23.1,4.7,0.304,0.42,92,111
"15519","Franklin Barreto",0.03,0.09,0.422,0.328,0.07,0.41,0.175,0.43,0.207,0.514,0.342,0.716,0.549,0.809,0.167,0.188,7.7,9.3,0.261,0.52,0.7,0.2,12,77,-17.2,12.3,0.234,0.542,45,183
"15564","Tyler White",0.101,0.2,0.242,0.204,0.42,1.42,0.236,0.43,0.315,0.59,0.409,0.707,0.725,0.912,0.174,0.193,1.9,4.1,0.287,0.463,-1.1,-0.4,99,64,-4.2,20.6,0.313,0.584,98,216
"15585","Mike Ford",0.11,0.209,0.21,0.235,0.52,1.53,0.199,0.417,0.301,0.577,0.422,0.693,0.723,0.833,0.224,0.176,1.6,3.5,0.196,0.445,-0.2,0,37,63,-3,15.6,0.306,0.572,92,201
"15608","Willians Astudillo",0.019,0.048,0.047,0.042,0.4,1.63,0.27,0.458,0.295,0.513,0.406,0.67,0.701,0.812,0.136,0.135,1.8,4.6,0.258,0.436,-0.3,-0.4,57,50,-8.1,7.1,0.299,0.535,86,189
"15640","Aaron Judge",0.146,0.197,0.297,0.398,0.49,0.77,0.276,0.411,0.386,0.561,0.554,0.712,0.94,0.845,0.278,0.193,3.5,5.6,0.346,0.508,-2.1,0.2,456,66,156.9,20.8,0.394,0.578,151,208
"15644","Jacob Hannemann",0,0.099,0.2,0.28,0,0.48,0.15,0.329,0.15,0.415,0.3,0.509,0.45,0.625,0.15,0.122,5,9.8,0.133,0.404,-0.4,2.4,0,37,-2.3,-4.4,0.187,0.422,11,112
"15653","Dominic Smith",0.068,0.132,0.243,0.234,0.28,0.89,0.252,0.448,0.312,0.534,0.441,0.68,0.753,0.888,0.189,0.174,2.5,4.2,0.301,0.515,-1.5,-0.4,154,80,4.5,13.1,0.321,0.545,105,193
"15654","Billy McKinney",0.087,0.163,0.26,0.289,0.34,0.97,0.215,0.405,0.286,0.53,0.404,0.645,0.691,0.789,0.19,0.15,3.8,6.4,0.255,0.482,-0.7,0,74,38,-13.3,5.8,0.295,0.534,84,177
"15670","Alex Guerrero",0.029,0.07,0.259,0.372,0.11,0.5,0.224,0.313,0.251,0.365,0.414,0.534,0.665,0.672,0.19,0.17,3.7,4.9,0.256,0.419,0.1,0.2,22,14,-5.4,1.9,0.285,0.393,81,77
"15672","Austin Meadows",0.092,0.13,0.225,0.23,0.41,0.79,0.26,0.472,0.333,0.56,0.489,0.821,0.822,0.995,0.229,0.248,5.1,8.1,0.296,0.533,-1.5,0.5,223,45,35.9,11.9,0.345,0.61,122,241
"15674","Reese McGuire",0.06,0.124,0.205,0.183,0.29,1.19,0.248,0.382,0.297,0.478,0.39,0.515,0.687,0.702,0.142,0.087,2.4,5.7,0.296,0.423,0,0,42,38,-7.4,-5.5,0.296,0.458,81,137
"15675","Miguel Gonzalez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,-0.3,0,0,-100,-188
"15679","Rowdy Tellez",0.07,0.165,0.238,0.258,0.29,0.95,0.247,0.42,0.307,0.538,0.462,0.725,0.77,0.863,0.215,0.199,2.2,4.3,0.281,0.46,-1.2,0,119,59,3.4,15.8,0.322,0.564,100,210
"15689","Luis Castillo",0.018,0,0.399,1.104,0.04,0,0.111,0.205,0.128,0.231,0.131,0.205,0.259,0.249,0.02,0,1.4,1,0.2,0.27,-0.1,0,-10,0,-37.5,-1.4,0.116,0.203,-40,-52
"15694","Chance Sisco",0.102,0.159,0.322,0.27,0.32,0.89,0.197,0.427,0.317,0.551,0.337,0.621,0.654,0.832,0.139,0.127,2,4.4,0.282,0.508,-0.6,-0.2,63,58,-11.2,15.3,0.295,0.54,82,193
"15711","Tyler O'Neill",0.071,0.101,0.325,0.444,0.22,0.36,0.26,0.341,0.324,0.422,0.497,0.684,0.821,0.748,0.237,0.226,5.2,6.6,0.338,0.402,1.4,0.8,146,62,25.7,14.6,0.348,0.481,121,152
"15722","Allen Cordoba",0.079,0.105,0.238,0.217,0.33,0.75,0.208,0.383,0.282,0.48,0.297,0.542,0.579,0.757,0.089,0.113,3.9,7.4,0.259,0.445,-0.6,-0.5,15,56,-12.3,8.2,0.256,0.47,55,151
"15730","Tyler Wade",0.098,0.136,0.263,0.278,0.37,0.71,0.212,0.39,0.298,0.496,0.307,0.516,0.605,0.713,0.095,0.083,7.3,8.9,0.288,0.489,2.3,0.8,41,68,-19.1,4.4,0.271,0.473,68,150
"15766","Raudy Read",0,0.109,0.364,0.238,0,0.77,0.182,0.391,0.182,0.482,0.182,0.636,0.364,0.778,0,0.167,1.1,3.6,0.286,0.432,0,-0.2,0,38,-3,0.9,0.159,0.498,-12,160
"15769","Rafael Bautista",0.061,0.095,0.182,0.209,0.33,0.7,0.129,0.362,0.182,0.449,0.129,0.453,0.311,0.643,0,0.066,2.6,8.6,0.16,0.425,0,2.9,-1,33,-4.7,-2,0.148,0.426,-17,119
"15794","Yonathan Daza",0.064,0.051,0.186,0.19,0.35,0.4,0.264,0.44,0.314,0.488,0.327,0.592,0.641,0.746,0.063,0.103,3.6,7.2,0.325,0.5,-0.2,-1.3,41,57,-11.9,9.2,0.283,0.487,62,149
"15817","Erick Mejia",0.093,0.088,0.326,0.271,0.29,0.53,0.167,0.335,0.244,0.401,0.222,0.466,0.466,0.633,0.056,0.093,5.2,7.9,0.261,0.4,0.2,0.4,1,43,-4.1,-2.7,0.212,0.397,20,97
"15830","Johnny Davis",0,0.093,0.5,0.384,0,0.42,0.25,0.347,0.25,0.421,0.75,0.431,1,0.606,0.5,0.056,5.1,9.9,0.5,0.467,0,1.2,1,36,0.2,-4.5,0.382,0.4,146,94
"15878","Miguel Andujar",0.042,0.093,0.163,0.187,0.26,0.72,0.278,0.417,0.309,0.484,0.469,0.666,0.778,0.787,0.191,0.166,3.1,5.2,0.299,0.435,-0.7,0,116,50,10.3,5.1,0.33,0.516,109,178
"15905","Luis Torrens",0.08,0.146,0.245,0.273,0.33,0.75,0.226,0.356,0.29,0.486,0.369,0.613,0.659,0.746,0.143,0.157,2,2.9,0.279,0.392,-0.4,-0.3,58,49,-17,6,0.285,0.492,80,154
"15941","Austin Nola",0.085,0.169,0.18,0.244,0.47,1.09,0.271,0.377,0.345,0.519,0.435,0.51,0.78,0.659,0.164,0.083,2.6,5,0.308,0.448,-0.7,-0.2,89,50,9.1,-6,0.335,0.481,114,135
"15958","Travis Demeritte",0.078,0.18,0.352,0.435,0.22,0.6,0.217,0.367,0.284,0.508,0.323,0.69,0.608,0.835,0.106,0.219,6.8,8.3,0.336,0.496,0.5,0.2,17,76,-10.1,15.6,0.266,0.535,62,184
"15982","Ryder Jones",0.058,0.088,0.331,0.3,0.18,0.43,0.184,0.361,0.25,0.437,0.316,0.533,0.566,0.676,0.133,0.111,5.2,3.8,0.258,0.445,0.1,0.1,9,39,-11.6,-2.7,0.241,0.438,47,122
"15983","Clint Frazier",0.105,0.149,0.291,0.335,0.36,0.74,0.239,0.427,0.327,0.539,0.434,0.658,0.761,0.854,0.195,0.17,4.6,7.4,0.313,0.565,0,0,105,45,5.7,10.4,0.326,0.545,105,195
"15986","Willy Adames",0.092,0.185,0.287,0.326,0.32,0.86,0.262,0.385,0.331,0.525,0.444,0.584,0.776,0.775,0.183,0.138,3.5,8.6,0.342,0.498,-2.7,-0.5,225,84,20.4,17.9,0.332,0.518,111,182
"15988","Deivy Grullon",0.077,0.084,0.231,0.335,0.33,0.38,0.167,0.34,0.231,0.406,0.25,0.567,0.481,0.67,0.083,0.143,0.1,2,0.222,0.398,0,-0.1,0,33,-1.2,0.8,0.215,0.437,27,123
"15994","Kean Wong",0.024,0.094,0.274,0.233,0.09,0.59,0.167,0.411,0.188,0.482,0.218,0.524,0.405,0.705,0.051,0.074,4.9,7.7,0.236,0.488,-0.9,-0.1,1,62,-9.7,3.7,0.177,0.466,7,145
"15998","Cody Bellinger",0.119,0.144,0.222,0.31,0.53,0.74,0.257,0.443,0.346,0.542,0.511,0.945,0.857,0.962,0.253,0.326,5.5,6.6,0.282,0.439,3.5,1,375,68,78.3,18.1,0.355,0.625,124,237
"16041","Stevie Wilkerson",0.058,0.104,0.317,0.315,0.18,0.49,0.21,0.428,0.268,0.512,0.34,0.587,0.608,0.8,0.13,0.112,4.5,6.5,0.295,0.554,-0.3,-0.1,38,33,-22.8,3.1,0.263,0.505,59,165
"16115","Mike Gerber",0.082,0.137,0.493,0.39,0.17,0.68,0.076,0.487,0.151,0.586,0.106,0.796,0.257,0.903,0.03,0.194,0.7,7.2,0.161,0.641,0,0,-3,64,-11.6,13.4,0.127,0.616,-31,231
"16153","Austin Slater",0.099,0.112,0.276,0.3,0.36,0.56,0.253,0.467,0.338,0.552,0.4,0.707,0.738,0.833,0.147,0.161,6.1,6.2,0.337,0.572,4.2,-0.3,119,46,3.4,8.9,0.321,0.561,102,192
"16192","Derek Fisher",0.107,0.206,0.354,0.308,0.3,0.82,0.195,0.463,0.285,0.599,0.378,0.774,0.663,1.02,0.183,0.227,6.9,7.8,0.273,0.545,-0.4,1.6,44,61,-12.9,14.5,0.286,0.609,78,234
"16211","Kevin Cron",0.051,0.12,0.357,0.352,0.14,0.58,0.17,0.417,0.245,0.513,0.42,0.855,0.665,0.902,0.25,0.297,3.2,3.4,0.188,0.433,-0.5,-0.2,9,106,-3.5,27.3,0.278,0.583,66,203
"16221","Bradley Zimmer",0.083,0.178,0.333,0.355,0.25,0.86,0.225,0.442,0.31,0.6,0.347,0.839,0.658,1.067,0.122,0.309,6.4,8.6,0.33,0.524,4.6,1.5,85,29,-18.8,9,0.291,0.65,79,261
"16252","Trea Turner",0.074,0.119,0.179,0.386,0.41,0.5,0.303,0.403,0.358,0.489,0.492,0.577,0.85,0.699,0.189,0.112,7.5,9.2,0.344,0.514,22.2,1.6,478,37,111.9,11.9,0.362,0.487,123,149
"16263","Sam Travis",0.068,0.143,0.248,0.249,0.28,0.97,0.23,0.445,0.288,0.548,0.371,0.683,0.659,0.809,0.141,0.16,4.9,6.6,0.287,0.509,0.5,-0.5,25,56,-9.1,10.5,0.281,0.556,68,194
"16271","Alex Blandino",0.111,0.174,0.297,0.297,0.37,0.9,0.226,0.342,0.339,0.514,0.291,0.55,0.63,0.77,0.064,0.156,2.7,5.9,0.338,0.41,0,-1.1,28,44,-5.9,8.6,0.29,0.502,75,167
"16285","Michael Hermosillo",0.064,0.155,0.314,0.293,0.2,0.82,0.19,0.392,0.276,0.533,0.343,0.585,0.619,0.774,0.153,0.122,6.5,8.2,0.256,0.485,0.1,-0.1,13,43,-5.8,5.4,0.272,0.512,68,169
"16291","Nick Ciuffo",0.071,0.107,0.286,0.341,0.25,0.48,0.188,0.324,0.259,0.403,0.292,0.495,0.551,0.612,0.104,0.111,0.6,3.7,0.25,0.412,0,-0.1,3,31,-3.2,-5.5,0.246,0.41,54,108
"16313","Yairo Munoz",0.065,0.08,0.214,0.218,0.31,0.5,0.274,0.376,0.327,0.44,0.395,0.594,0.722,0.714,0.121,0.147,4.3,6.6,0.337,0.417,-1.1,0.3,64,36,-3.7,-0.1,0.309,0.463,94,137
"16357","Pablo Reyes",0.088,0.135,0.202,0.197,0.44,1.09,0.237,0.382,0.306,0.486,0.366,0.582,0.672,0.749,0.129,0.137,5.2,7.4,0.284,0.422,0,-0.3,31,56,-6.7,7.5,0.292,0.489,80,157
"16375","Oscar Mercado",0.066,0.112,0.188,0.244,0.35,0.68,0.24,0.361,0.296,0.462,0.39,0.519,0.686,0.667,0.15,0.103,6,9.8,0.273,0.427,2.4,0.9,85,62,-16.4,-3.5,0.294,0.454,82,136
"16376","Michael Conforto",0.121,0.157,0.238,0.304,0.51,0.97,0.255,0.598,0.356,0.692,0.468,0.931,0.824,1.012,0.214,0.201,3.1,6,0.3,0.716,-3,-0.1,446,40,86.4,16.7,0.352,0.716,124,287
"16403","Francisco Mejia",0.058,0.088,0.213,0.216,0.27,0.59,0.24,0.446,0.299,0.514,0.399,0.733,0.698,0.864,0.159,0.194,3.6,5.9,0.282,0.484,-0.6,0.1,69,54,-9.6,12,0.299,0.55,90,193
"16404","Domingo Leyba",0.095,0.105,0.254,0.182,0.38,0.88,0.152,0.458,0.238,0.535,0.223,0.711,0.461,0.873,0.071,0.168,3.5,6.2,0.2,0.494,-0.1,-0.3,5,50,-10.8,7.3,0.212,0.556,27,197
"16411","Richard Urena",0.057,0.069,0.316,0.271,0.18,0.38,0.253,0.374,0.3,0.424,0.336,0.548,0.636,0.687,0.083,0.12,2.9,6.2,0.378,0.445,0,-0.7,23,48,-8.7,-4.1,0.279,0.442,72,127
"16424","Jordan Luplow",0.121,0.198,0.24,0.266,0.5,1.16,0.225,0.417,0.326,0.575,0.454,0.74,0.78,0.847,0.23,0.206,4.2,6.3,0.255,0.465,-2.6,0,100,72,10,19.7,0.333,0.589,109,212
"16426","Thairo Estrada",0.051,0.074,0.225,0.219,0.23,0.56,0.245,0.391,0.302,0.455,0.416,0.552,0.718,0.705,0.172,0.112,5.6,5.9,0.279,0.442,1,-1,29,48,-2,3.9,0.308,0.458,93,135
"16429","Jason Martin",0.068,0.147,0.268,0.288,0.25,0.77,0.206,0.384,0.26,0.494,0.328,0.642,0.588,0.791,0.122,0.173,4.3,8.9,0.256,0.455,0.5,-2,15,63,-10,9.3,0.257,0.508,60,169
"16434","Christian Arroyo",0.064,0.076,0.249,0.258,0.26,0.47,0.235,0.349,0.298,0.414,0.391,0.519,0.69,0.646,0.156,0.118,2.8,5.7,0.29,0.403,-0.7,-0.3,51,42,-7.9,-0.3,0.298,0.419,85,109
"16442","Ryan O'Hearn",0.097,0.157,0.272,0.352,0.36,0.66,0.215,0.415,0.294,0.529,0.401,0.769,0.694,0.914,0.185,0.243,1.9,4.1,0.26,0.49,-1,-0.2,98,62,-15.8,14.7,0.298,0.567,84,204
"16448","Jacob Nottingham",0.085,0.099,0.385,0.309,0.22,0.43,0.184,0.347,0.277,0.441,0.421,0.569,0.698,0.736,0.237,0.162,1.6,5.7,0.228,0.429,-0.1,0.1,14,44,-1.8,3.2,0.299,0.458,86,139
"16451","Luis Guillorme",0.128,0.152,0.155,0.149,0.82,1.42,0.262,0.416,0.356,0.531,0.328,0.491,0.684,0.704,0.066,0.048,2.1,4.6,0.313,0.464,-0.6,-0.4,42,62,-2.7,3,0.307,0.481,96,151
"16472","Rhys Hoskins",0.143,0.179,0.236,0.277,0.61,1.01,0.241,0.457,0.36,0.595,0.502,0.848,0.862,0.934,0.261,0.245,3.3,7,0.267,0.491,-1.7,-0.2,357,123,88,47.9,0.365,0.642,126,253
"16478","Kyle Schwarber",0.131,0.223,0.278,0.355,0.47,1.02,0.237,0.507,0.343,0.663,0.493,0.938,0.836,1.033,0.256,0.274,3.3,5.2,0.274,0.613,-3.7,0.2,386,46,74,21,0.352,0.704,118,284
"16505","Matt Chapman",0.105,0.107,0.269,0.311,0.39,0.52,0.243,0.316,0.33,0.403,0.478,0.597,0.808,0.718,0.234,0.187,3.7,5.3,0.294,0.355,-3.8,-0.2,341,34,50.8,6.9,0.343,0.441,120,125
"16512","Isiah Kiner-Falefa",0.055,0.106,0.153,0.188,0.36,0.75,0.265,0.342,0.316,0.451,0.354,0.412,0.67,0.603,0.089,0.044,5.1,7.5,0.307,0.395,0.1,0,157,27,-28.2,-1.6,0.294,0.41,81,103
"16524","Ryan McBroom",0.068,0.127,0.345,0.328,0.2,0.62,0.268,0.426,0.322,0.53,0.427,0.709,0.749,0.808,0.159,0.182,0.9,4.8,0.392,0.494,-0.1,-0.8,23,95,0.3,23,0.322,0.555,99,190
"16530","Mauricio Dubon",0.061,0.091,0.204,0.201,0.3,0.75,0.26,0.424,0.307,0.501,0.395,0.598,0.702,0.75,0.135,0.112,3.6,9,0.304,0.479,-1.1,1.2,52,47,-6.7,6,0.301,0.499,89,161
"16535","Danny Jansen",0.094,0.158,0.206,0.17,0.46,1.45,0.212,0.384,0.298,0.519,0.396,0.583,0.694,0.753,0.184,0.132,2.1,4.4,0.23,0.408,-0.9,0.4,90,33,-13,5.9,0.3,0.508,85,174
"16542","Shed Long",0.086,0.143,0.278,0.295,0.31,0.75,0.216,0.392,0.284,0.501,0.376,0.621,0.66,0.771,0.161,0.155,4.7,6.8,0.278,0.472,0.1,0.1,40,45,-11.5,7.3,0.285,0.508,81,167
"16556","Ozzie Albies",0.067,0.129,0.173,0.217,0.39,0.99,0.273,0.455,0.325,0.55,0.477,0.628,0.802,0.81,0.204,0.11,6.5,11,0.299,0.526,5.1,2,341,70,44.1,14.7,0.338,0.541,108,190
"16565","Mark Zagunis",0.141,0.2,0.359,0.278,0.39,1.1,0.2,0.374,0.313,0.537,0.273,0.592,0.585,0.767,0.073,0.149,3.5,7.1,0.344,0.463,0.4,-0.5,5,57,-2.8,14.4,0.269,0.521,62,180
"16572","Connor Joe",0.119,0.195,0.203,0.275,0.59,1.24,0.268,0.409,0.361,0.565,0.438,0.65,0.799,0.77,0.17,0.142,0.9,5.1,0.308,0.473,-0.2,-1.4,34,67,6,11.9,0.347,0.548,105,179
"16622","Luis Urias",0.102,0.175,0.216,0.156,0.47,1.91,0.239,0.435,0.332,0.576,0.391,0.607,0.723,0.784,0.152,0.101,3.7,7,0.284,0.477,-0.9,-2.1,122,80,0,16.7,0.317,0.538,96,186
"16623","Greg Allen",0.053,0.123,0.213,0.21,0.25,0.83,0.241,0.402,0.307,0.537,0.348,0.546,0.655,0.744,0.108,0.091,8,10.1,0.301,0.464,4.5,2.1,64,53,-17.2,10.4,0.287,0.503,76,166
"16725","Jose Trevino",0.035,0.077,0.193,0.187,0.18,0.68,0.245,0.349,0.27,0.406,0.364,0.531,0.634,0.653,0.119,0.129,2.2,4.4,0.287,0.376,-0.5,-0.3,44,38,-20.2,-8.2,0.27,0.418,66,103
"16729","Brian O'Grady",0.105,0.183,0.307,0.321,0.34,0.85,0.184,0.361,0.283,0.504,0.388,0.649,0.671,0.799,0.204,0.194,6,9.3,0.233,0.431,0.1,1.5,11,58,-2.7,10.7,0.289,0.515,78,173
"16839","Braxton Lee",0.056,0.159,0.444,0.306,0.13,0.94,0.176,0.43,0.222,0.558,0.176,0.524,0.399,0.653,0,0.051,0.1,7.5,0.333,0.537,0,-1.1,0,35,-1.9,-5.3,0.185,0.508,14,145
"16909","Colin Moran",0.081,0.145,0.222,0.301,0.36,0.76,0.267,0.411,0.329,0.517,0.418,0.644,0.747,0.74,0.151,0.143,1.8,3.2,0.321,0.47,-2.1,-0.7,195,57,4.1,7.4,0.32,0.522,99,166
"16925","Aramis Garcia",0.034,0.112,0.39,0.321,0.09,0.49,0.218,0.364,0.256,0.451,0.373,0.557,0.629,0.7,0.155,0.133,1.4,3.4,0.317,0.453,-0.1,-0.3,17,37,-8.2,1.2,0.269,0.455,69,130
"16939","Lane Thomas",0.129,0.125,0.241,0.354,0.54,0.5,0.23,0.379,0.333,0.477,0.427,0.636,0.76,0.765,0.197,0.169,5.4,8.1,0.278,0.476,-0.6,-0.5,46,43,3.7,5.2,0.328,0.501,104,165
"16997","Gleyber Torres",0.092,0.213,0.217,0.249,0.42,0.99,0.268,0.433,0.338,0.581,0.456,0.842,0.794,0.946,0.188,0.251,3.2,6,0.307,0.429,-0.2,-0.8,246,34,31.2,6.1,0.338,0.586,113,224
"17005","Gavin Cecchini",0.045,0.115,0.236,0.232,0.19,0.68,0.217,0.399,0.27,0.486,0.301,0.546,0.571,0.722,0.084,0.101,1.7,6.2,0.279,0.464,-0.5,-0.2,5,39,-5.5,0.3,0.248,0.471,53,144
"17022","Edmundo Sosa",0.056,0.097,0.195,0.227,0.29,0.57,0.268,0.355,0.347,0.446,0.383,0.515,0.73,0.683,0.114,0.109,5.6,5.6,0.325,0.417,-1,-0.4,43,41,1.8,-1.8,0.321,0.444,103,124
"17023","Magneuris Sierra",0.059,0.084,0.22,0.253,0.27,0.5,0.24,0.393,0.287,0.458,0.278,0.531,0.565,0.698,0.038,0.097,6,10.1,0.314,0.474,0.8,0.2,35,42,-30.1,-6.1,0.249,0.454,55,132
"17027","Alex Verdugo",0.079,0.139,0.158,0.166,0.5,0.97,0.29,0.438,0.348,0.549,0.444,0.644,0.791,0.838,0.154,0.143,4.2,6.6,0.324,0.477,0.1,-0.2,184,72,22.6,12.3,0.337,0.544,110,192
"17062","Grayson Greiner",0.088,0.138,0.321,0.374,0.27,0.66,0.201,0.346,0.274,0.462,0.309,0.517,0.583,0.649,0.108,0.108,2,3.1,0.286,0.428,-0.7,0.1,34,29,-24.5,0.6,0.257,0.451,57,124
"17075","Miguel Gomez",0,0.051,0.224,0.198,0,0.39,0.25,0.427,0.245,0.466,0.292,0.645,0.537,0.793,0.042,0.158,2.6,5.3,0.316,0.468,0,0.2,2,45,-3.7,4.3,0.229,0.497,40,159
"17098","Dustin Fowler",0.044,0.074,0.269,0.277,0.16,0.38,0.215,0.402,0.253,0.459,0.326,0.644,0.579,0.753,0.112,0.159,5.4,9.5,0.27,0.478,-0.4,0.5,17,59,-12.8,5.1,0.252,0.492,59,160
"17109","Meibrys Viloria",0.065,0.164,0.308,0.336,0.21,0.72,0.215,0.366,0.266,0.505,0.287,0.542,0.554,0.733,0.072,0.122,1.3,4.1,0.311,0.476,-0.5,-0.4,12,48,-13.1,3,0.243,0.485,45,153
"17128","Ramon Laureano",0.075,0.154,0.262,0.348,0.29,0.63,0.263,0.393,0.335,0.517,0.465,0.644,0.8,0.788,0.202,0.164,5.4,10.2,0.325,0.497,2.2,2.3,179,62,24.5,13.2,0.341,0.524,118,179
"17161","Chad Wallach",0.069,0.19,0.364,0.277,0.19,1.36,0.207,0.349,0.271,0.509,0.303,0.518,0.574,0.734,0.096,0.113,2,2.8,0.325,0.412,-0.1,-0.3,16,37,-12.1,7.7,0.254,0.485,59,154
"17182","Jung Ho Kang",0.073,0.227,0.232,0.252,0.31,1.83,0.254,0.536,0.331,0.689,0.466,0.948,0.796,1.081,0.212,0.292,3.4,4.2,0.294,0.568,-0.9,-0.2,141,11,21.1,4,0.342,0.709,116,281
"17232","Yoan Moncada",0.108,0.174,0.297,0.372,0.36,0.68,0.261,0.47,0.346,0.605,0.439,0.807,0.784,0.907,0.178,0.211,4.9,10.7,0.359,0.586,-1.5,3.5,322,64,41.4,19.5,0.338,0.626,114,233
"17276","Alex Jackson",0.081,0.108,0.474,0.41,0.17,0.38,0.132,0.346,0.243,0.453,0.225,0.645,0.468,0.761,0.093,0.199,1.5,4.7,0.258,0.438,-0.1,-0.2,7,39,-14.5,4.8,0.215,0.492,32,163
"17278","Bobby Bradley",0.088,0.155,0.363,0.411,0.24,0.55,0.203,0.33,0.287,0.46,0.431,0.653,0.718,0.788,0.228,0.224,1.5,5.2,0.268,0.399,-0.2,0.2,37,70,-2.7,16.4,0.306,0.498,92,162
"17292","Javy Guerra",0.158,0.079,0.474,0.367,0.33,0.31,0.125,0.296,0.263,0.36,0.125,0.475,0.388,0.603,0,0.124,2.6,6,0.286,0.402,0,-1,0,47,-1.8,-11.3,0.201,0.378,23,83
"173","Scott Cousins",0.062,0.131,0.316,0.398,0.2,0.56,0.179,0.368,0.23,0.47,0.285,0.563,0.515,0.715,0.106,0.139,5.4,7.4,0.259,0.479,-0.5,0.7,8,48,-14.2,5.5,0.225,0.47,34,137
"17321","Michael Chavis",0.06,0.109,0.33,0.367,0.18,0.44,0.243,0.371,0.295,0.468,0.419,0.674,0.714,0.782,0.176,0.199,4.6,6.3,0.331,0.452,-0.4,0,74,38,-9.1,6.9,0.302,0.51,84,170
"17326","Cole Tucker",0.069,0.15,0.256,0.265,0.27,0.8,0.217,0.369,0.272,0.489,0.33,0.542,0.602,0.72,0.113,0.116,5.7,9.8,0.286,0.449,-0.5,1.2,31,52,-19.6,0.4,0.261,0.475,60,148
"17338","Willi Castro",0.051,0.052,0.259,0.274,0.2,0.27,0.248,0.401,0.296,0.449,0.389,0.577,0.686,0.697,0.142,0.118,6,9,0.317,0.481,-1.2,0.3,74,47,-12.4,0,0.295,0.462,85,140
"17350","Rafael Devers",0.076,0.112,0.216,0.271,0.35,0.63,0.279,0.453,0.338,0.533,0.509,0.75,0.847,0.882,0.23,0.2,3.9,5.5,0.317,0.524,-4,-0.4,360,63,73.3,15.1,0.354,0.573,119,214
"17468","Kelvin Gutierrez",0.07,0.107,0.275,0.269,0.25,0.6,0.234,0.391,0.295,0.476,0.319,0.569,0.615,0.727,0.085,0.119,3.5,8.6,0.322,0.469,-0.5,0.8,33,41,-14,2.2,0.272,0.476,68,147
"17484","Eloy Jimenez",0.06,0.093,0.257,0.278,0.23,0.51,0.27,0.45,0.316,0.512,0.506,0.759,0.822,0.882,0.236,0.216,1.6,4.6,0.312,0.511,-0.6,-0.1,141,44,20.9,14.6,0.344,0.56,117,208
"17548","Taylor Ward",0.081,0.207,0.283,0.222,0.28,1.72,0.23,0.467,0.305,0.612,0.388,0.7,0.693,0.895,0.159,0.146,4.7,4.8,0.303,0.535,0.2,0.4,59,56,-5.8,14.8,0.303,0.587,90,214
"17588","Blake Trahan",0,0.109,0.286,0.25,0,0.73,0.214,0.346,0.214,0.449,0.214,0.442,0.429,0.598,0,0.064,2.6,5.7,0.3,0.417,0,-0.2,0,51,-1.4,-15.8,0.188,0.417,9,101
